Date,Open,High,Low,Close,Adj Close,Volume
2019-03-18,4029.968506,4097.359863,4005.151367,4022.168213,4022.168213,67975640773
2019-03-25,4024.112793,4296.806641,3934.031250,4105.404297,4105.404297,71015021587
2019-04-01,4105.362305,5307.003418,4096.901367,5198.896973,5198.896973,123047080527
2019-04-08,5199.835449,5421.651367,4955.852539,5167.722168,5167.722168,98826873355
2019-04-15,5167.321777,5359.924805,5024.069336,5314.531250,5314.531250,90285516250
2019-04-22,5312.494629,5642.044434,5177.368652,5285.139160,5285.139160,105590631330
2019-04-29,5284.858398,5886.893555,5216.487793,5795.708496,5795.708496,107035835880
2019-05-06,5791.693359,7503.872070,5653.687500,6972.371582,6972.371582,141929602920
2019-05-13,6971.178223,8320.824219,6898.282227,8197.689453,8197.689453,199543788412
2019-05-20,8196.923828,8687.520508,7533.196777,8673.215820,8673.215820,173001140576
2019-05-27,8674.072266,9008.314453,8172.550781,8742.958008,8742.958008,173016477868
2019-06-03,8741.747070,8743.500000,7564.488770,7688.077148,7688.077148,140124650110
2019-06-10,7692.284668,9335.867188,7586.730957,8994.488281,8994.488281,135051141519
2019-06-17,8988.923828,11246.144531,8988.923828,10855.371094,10855.371094,136422336186
2019-06-24,10853.744141,13796.489258,10491.852539,10817.155273,10817.155273,221502737678
2019-07-01,10796.930664,12006.075195,9737.884766,11450.846680,11450.846680,181410821664
2019-07-08,11446.596680,13129.529297,10234.576172,10256.058594,10256.058594,180936684094
2019-07-15,10257.838867,11052.766602,9163.134766,10599.105469,10599.105469,157356814401
2019-07-22,10596.948242,10651.791016,9252.296875,9552.860352,9552.860352,112459229429
2019-07-29,9548.178711,11009.207031,9437.335938,10970.184570,10970.184570,110790788886
2019-08-05,10960.735352,12273.821289,10960.735352,11523.579102,11523.579102,141427393784
2019-08-12,11528.189453,11528.189453,9675.316406,10345.810547,10345.810547,120224711796
2019-08-19,10350.283203,10947.041992,9831.462891,10138.517578,10138.517578,112893851546
2019-08-26,10126.299805,10512.328125,9421.629883,9757.970703,9757.970703,104346358668
2019-09-02,9757.473633,10898.761719,9730.650391,10441.276367,10441.276367,116441433306
2019-09-09,10443.228516,10450.311523,9980.776367,10347.712891,10347.712891,102876391722
2019-09-16,10347.222656,10386.867188,9851.692383,10070.392578,10070.392578,107930839411
2019-09-23,10067.962891,10074.238281,7895.629395,8104.185547,8104.185547,124735468736
2019-09-30,8104.226563,8497.692383,7830.758789,7988.155762,7988.155762,97716137177
2019-10-07,7989.120605,8721.780273,7905.766113,8321.005859,8321.005859,118550918406
2019-10-14,8320.832031,8410.714844,7902.164063,8222.078125,8222.078125,105710167421
2019-10-21,8225.115234,10021.744141,7446.988770,9551.714844,9551.714844,176678165122
2019-10-28,9565.101563,9805.118164,9028.717773,9235.354492,9235.354492,180364809054
2019-11-04,9235.607422,9505.051758,8775.534180,9055.526367,9055.526367,160702732605
2019-11-11,9056.917969,9081.279297,8473.973633,8577.975586,8577.975586,134166660425
2019-11-18,8573.980469,8653.280273,6936.706543,7047.916992,7047.916992,171626385785
2019-11-25,7039.977051,7836.102051,6617.166992,7424.292480,7424.292480,162444865038
2019-12-02,7424.036133,7743.431641,7170.922852,7564.345215,7564.345215,121327747579
2019-12-09,7561.795410,7618.091797,6924.375977,7152.301758,7152.301758,122542519852
2019-12-16,7153.663086,7518.033203,6540.049316,7511.588867,7511.588867,165399102663
2019-12-23,7508.902344,7656.176270,7189.934082,7422.652832,7422.652832,161758217050
2019-12-30,7420.272949,7544.497070,6914.996094,7411.317383,7411.317383,149690652643
2020-01-06,7410.452148,8396.738281,7409.292969,8192.494141,8192.494141,184901289962
2020-01-13,8189.771973,9164.362305,8079.700684,8706.245117,8706.245117,241668743790
2020-01-20,8704.631836,8792.994141,8266.840820,8596.830078,8596.830078,165113602386
2020-01-27,8597.308594,9553.125977,8597.308594,9344.365234,9344.365234,212298356921
2020-02-03,9344.683594,10129.435547,9112.811523,10116.673828,10116.673828,239180811396
2020-02-10,10115.559570,10457.626953,9722.386719,9934.433594,9934.433594,300413081961
2020-02-17,9936.560547,10191.675781,9507.637695,9924.515625,9924.515625,303140360737
2020-02-24,9921.583008,9951.746094,8471.212891,8562.454102,8562.454102,299233009519
2020-03-02,8563.264648,9167.695313,8105.252930,8108.116211,8108.116211,276706069332
2020-03-09,8111.146484,8177.793457,4106.980957,5392.314941,5392.314941,326123224367
2020-03-16,5385.229492,6844.261719,4575.357910,5830.254883,5830.254883,309907233898
2020-03-23,5831.374512,6892.511230,5785.004395,5922.042969,5922.042969,272468247396
2020-03-30,5925.538574,7088.247559,5903.234375,6791.129395,6791.129395,259568096067
2020-04-06,6788.049805,7427.939453,6782.889648,6971.091797,6971.091797,274123270575
2020-04-13,6965.616699,7280.521973,6555.504395,7189.424805,7189.424805,248073118271
2020-04-20,7186.873535,7700.594238,6834.442383,7679.867188,7679.867188,247735013847
2020-04-27,7679.418945,9440.650391,7679.418945,8897.468750,8897.468750,327820350240
2020-05-04,8895.745117,9411.467773,8645.024414,9268.761719,9268.761719,138239145869
2020-05-09,9820.798828,9908.812500,9814.709961,9893.573242,9893.573242,50176958464
